Pheno,Set,Threshold,R2,P,Coefficient,Standard.Error,Num_SNP,P_MinusLog10,Significant,SignificantBonf,adjp,adjp_MinusLog10,SignificantAdjP
MMP.9,Base,5e-05,0.00214699,0.349341,0.0464747,0.0496026,116,0.456750440904516,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,5e-04,6.75806e-05,0.868194,-0.00819305,0.0493389,434,0.0613832198517251,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.001,0.00205232,0.360201,0.0453695,0.0495297,748,0.443455085814434,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.01,4.01411e-05,0.89823,0.00635668,0.0496703,4441,0.0466124440218238,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.05,0.000390964,0.689756,0.0201078,0.0503363,15402,0.161304513022669,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.1,8.09225e-05,0.855899,-0.00907893,0.0499634,25754,0.0675774810362015,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.2,1.13479e-05,0.945784,0.00340744,0.050077,41891,0.0242080372972117,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,0.5,1.44996e-05,0.938729,-0.00383993,0.0499244,74416,0.0274597653391803,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,1,4.32148e-05,0.894427,-0.00662775,0.0499126,100602,0.0484550992451917,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,5e-08,0.00130345,0.465974,0.0360668,0.0494251,26,0.331638315008593,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,5e-05,1.09711e-05,0.94669,0.00333713,0.0498787,116,0.0237922103630882,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,5e-04,0.002872,0.278983,0.0536504,0.049491,434,0.554422259920423,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.001,0.00216788,0.347004,0.0468388,0.0497492,748,0.459665518961532,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.01,0.000106386,0.835058,-0.010395,0.0498917,4441,0.0782833590012356,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.05,0.00121261,0.481952,0.0355716,0.0505416,15402,0.316996213157794,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.1,0.00116676,0.490359,0.0346288,0.0501606,25754,0.309485849293352,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.2,0.00129283,0.467797,0.0365332,0.0502697,41891,0.329942567665009,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,0.5,0.00393558,0.204922,0.0635472,0.0500502,74416,0.688411414142929,N,N,0.999598,0.000174621482995295,N
Plasminogen,Base,1,0.00418363,0.191189,0.0655047,0.0500329,100602,0.718537098339871,N,N,0.999598,0.000174621482995295,N
